ID,tweet,affect_dimension,intensity_score,sentiment,tweet_text
2017-En-20889,I lost my blinders .... ,fear,0.33299999999999996,fear,I lost my blinders
2017-En-22105,@JaredWyand @ilovetailgating the beak on that woman is almost as shocking as the low IQ of her followers.,fear,0.312,fear,the beak on that woman is almost as shocking as the low IQ of her followers
2017-En-20735,#Partners are willing to #walk alongside you without being #intimidated by you. #WhoIsIT #Part2 #RelationShift #CLifeMacon,fear,0.41700000000000004,fear,Partners are willing to walk alongside you without being intimidated by you WhoIsIT Part2 RelationShift CLifeMacon
2017-En-21748,@wowairsupport it world be great if the live support was actually helpful #nightmare,fear,0.583,fear,it world be great if the live support was actually helpful nightmare
2017-En-21571,"When's it all finished, you will discover that it was never random! #thoughts #restless #CrossoverLife",fear,0.42,fear,Whens it all finished you will discover that it was never random thoughts restless CrossoverLife
2017-En-20734,... in the same speech.  However he did mention foreign hand and funding in terrorism in the country. 👍\n#ProudOfYouPrimeMinister,fear,0.41700000000000004,fear,in the same speech However he did mention foreign hand and funding in terrorism in the country thumbsup nProudOfYouPrimeMinister
2017-En-21060,Huns are like a box of coffee revels ,fear,0.22899999999999998,fear,Huns are like a box of coffee revels
2017-En-20426,@myaeggs I can't get a better look at her bc I'm too shy to make eye contact ;-;,fear,0.562,fear,I cant get a better look at her bc Im too shy to make eye contact Sad or Crying
2017-En-21808,Loving @challengesophie @TEDx talk #challenge  #map #inspiration #stayunstoppable,fear,0.25,fear,Loving talk challenge map inspiration stayunstoppable
2017-En-20009,My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... ,fear,0.92,fear,My bus was in a car crash Im still shaking a bit This week was an absolute horror and this was the icing on the cake
2017-En-21395,@DsWorld18 did you hear it? Cause I am getting messages about the ground shaking,fear,0.56,fear,did you hear it Cause I am getting messages about the ground shaking
2017-En-20365,#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar,fear,0.583,fear,Muslims are the principle victims of terrorism More Muslims are dying at the hands of these terrorists than anyone else YounusAlGohar
2017-En-21324,@rockcock64 cum and despair,fear,0.604,fear,cum and despair
2017-En-22128,"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends #nervous",fear,0.625,fear,Idk why but this Time around its so hard that it hurts I already miss them all so much silly family friends nervous
2017-En-20281,"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking",fear,0.637,fear,Jesus wept Another RNS from rusty quote Price sensitive news Price Sensitive news etc etc The Ramping here is shocking
2017-En-21608,@AASadeq I scare people even when I'm suspended? LOL,fear,0.375,fear,I scare people even when Im suspended LOL
2017-En-20053,@RoseTintMyWorId fucking hell mate absolute nightmare 😓,fear,0.8540000000000001,fear,fucking hell mate absolute nightmare facewithcoldsweat
2017-En-21100,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success,fear,0.16699999999999998,fear,Action is the foundational key to all success Pablo Picasso inspiring quote action hustle start dosomething success
2017-En-22173,Democracy doesn't work\n #mob #mentality #mass #hysteria  #mongering #oligarchy,fear,0.7290000000000001,fear,Democracy doesnt workn mob mentality mass hysteria mongering oligarchy
2017-En-21921,On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner ,fear,0.25,fear,On my life Ill never understand why anyone would pay money to see
2017-En-20608,@LakersTakeover it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie,fear,0.466,fear,it am not that serious HOUvsNE awful igotbetterthingstodotonightthandie
2017-En-22080,Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC ,fear,0.45799999999999996,fear,Trust me to lose my wallet and have to call Lifeguard amp Swimmers social early as VC
2017-En-20919,@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact ,fear,0.312,fear,Anychance of addressing the communication I sent to you yesterday I still havent had any contact
2017-En-20632,@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,fear,0.45799999999999996,fear,I was like that when I started college It was horrific but it probably will get better Dont give up yet
2017-En-20984,new tires &amp; an alarm system on my car. fwm now!,fear,0.271,fear,new tires amp an alarm system on my car fwm now
2017-En-21281,@littlepieces Customer services got involved and eventually completely wash their hands of it.  #dreamornightmare,fear,0.479,fear,Customer services got involved and eventually completely wash their hands of it dreamornightmare
2017-En-20955,No we didn't just bully our professor to move the Chem quiz to Monday 😂,fear,0.292,fear,No we didnt just bully our professor to move the Chem quiz to Monday facewithtearsofjoy
2017-En-22208,"@DunsScottus @FaithNGuns @buggazing @Patriot_Musket Yep, Owen Garriott told me it was ghastly. None of his peeps ever had it :)",fear,0.375,fear,Yep Owen Garriott told me it was ghastly None of his peeps ever had it Embarrassed or blushing
2017-En-21749,@wowairsupport it world be great if the live support was actually helpful ,fear,0.25,fear,it world be great if the live support was actually helpful
2017-En-20154,im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem,fear,0.7290000000000001,fear,im like this is better in the moment cuz i panic and then later its so obviously not better at every opportunity i choose to make it seem
2017-En-20983,wonder if at any point #BobMarley ever actually became #afraid of just how #high he'd gotten. :o #420,fear,0.271,fear,wonder if at any point BobMarley ever actually became afraid of just how high hed gotten Surprise 420
2017-En-20767,I hate Bakewell tart … anything that tastes of almond essence is just horrid! #GBBO,fear,0.396,fear,I hate Bakewell tart … anything that tastes of almond essence is just horrid GBBO
2017-En-21251,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... ",fear,0.336,fear,GahhBT in queue for 30 minutes Now put through to BT Sport dept to cancel back in a queue again
2017-En-21442,“Worry is a down payment on a problem you may never have'.  Joyce Meyer. #motivation #leadership ,fear,0.292,fear,Worry is a down payment on a problem you may never have  Joyce Meyer motivation leadership
2017-En-20497,"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!!#gross #horrid #getoffthetrain #smelly",fear,0.521,fear,When a guy comes on the train that smells like a mixture of a damp dog old sweat and sewage worksgross horrid getoffthetrain smelly
2017-En-21868,"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? ",fear,0.675,fear,Its pretty clear I cant stand no tolerance for habitual liars Not a Trump fan either so whats a citizen to do
2017-En-21691,@1StevieKilner @KachelaMurray Don't be silly - she doesn't want to scare them off! 😆,fear,0.22899999999999998,fear,Dont be silly she doesnt want to scare them off smilingfacewithopenmouthclosedeyes
2017-En-20005,@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him,fear,0.938,fear,I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him
2017-En-21703,I'd like to bridge the divide between Right and Left Twitter and say that the new Tweet truncating thing is fucking awful.,fear,0.42,fear,Id like to bridge the divide between Right and Left Twitter and say that the new Tweet truncating thing is fucking awful
2017-En-21616,"Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa #haunt",fear,0.196,fear,Friday is here and we are open tonight and tomorrow Get a jump on your Halloween and come play with us hauntedattraction tulsa haunt
2017-En-21078,Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation,fear,0.2,fear,Dont be afraid to give up the good to go for the great John D Rockefeller quote inspiration great motivation
2017-En-21511,#Obama #DOJ have destroyed USA!These #CharlotteProtest are acts of #terrorism dating back to #Ferguson Terrorism is how it should be treated,fear,0.604,fear,Obama DOJ have destroyed USAThese CharlotteProtest are acts of terrorism dating back to Ferguson Terrorism is how it should be treated
2017-En-21594,@steph_baker7 i tried to turn off my alarm this morning and it turned on all my alarms instead,fear,0.396,fear,i tried to turn off my alarm this morning and it turned on all my alarms instead
2017-En-20285,@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;),fear,0.625,fear,Oh noooo nomorehammocks nightmare
2017-En-21369,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror,fear,0.812,fear,I stepped into the shower and my spidey senses tangled I immediately looked up and saw a spider directly above my head terror
2017-En-20803,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums #awful",fear,0.375,fear,The radio just told me Lady GaGa is going country which is like if the Beatles decided to do opera singing for their final albums awful
2017-En-21373,"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. ",fear,0.521,fear,not nice Wishing harm on another human being is deplorable Your comments show how human and humane you are
