ori_sentiment,text,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
disgust,"When my mother's new husband treated her and my brothers and  
sisters badly.","['when', 'my', 'mother', 'is', 'new', 'husband', 'treated', 'her', 'and', 'my', 'brothers', 'and', 'sisters', 'badly']","['when', 'my', 'mother', 'be', 'new', 'husband', 'treat', 'she', 'and', 'my', 'brother', 'and', 'sister', 'badly']",joy,3.0,1.379,surprise,10.0,1.6163827864276883,joy,4.0
shame,Stealing from my mother's purse when I was a little boy.,"['stealing', 'from', 'my', 'mother', 'is', 'purse', 'when', 'i', 'was', 'a', 'little', 'boy']","[""'steal"", 'from', 'mother', 'be', 'purse', 'when', ""i'"", 'be', 'a', 'little', 'boy']",disgust,2.0,0.679,surprise,5.0,0.8036894884485746,joy,2.0
joy,"I was in hospital, and then was visited by someone quite  
unexpected.","['i', 'was', 'in', 'hospital', 'and', 'then', 'was', 'visited', 'by', 'someone', 'quite', 'unexpected']","['i', 'be', 'in', 'hospital', 'and', 'then', 'be', 'visit', 'by', 'someone', 'quite', 'unexpected']",fear,2.0,0.796,surprise,6.0,1.0181225966740697,joy,4.0
fear,"I was hunting, and was lost in the fog in the mountains.","['i', 'was', 'hunting', 'and', 'was', 'lost', 'in', 'the', 'fog', 'in', 'the', 'mountains']","['i', 'be', 'hunt', 'and', 'be', 'lose', 'in', ""the'"", 'fog', 'in', ""the'"", 'mountain']",sadness,2.0,1.134,sadness,7.0,1.287567168544166,joy,2.0
anger,"I was accused of a misdemeanour, unjustly.","['i', 'was', 'accused', 'of', 'a', 'misdemeanour', 'unjustly']","['i', 'be', 'accuse', 'of', 'a', 'misdemeanour', 'unjustly']",anger,1.0,0.6409999999999999,fear,4.0,0.8929017023874533,joy,1.0
sadness,When my girlfriend left me.,"['when', 'my', 'girlfriend', 'left', 'me']","['when', 'my', 'girlfriend', 'leave', 'i']",sadness,1.0,0.32799999999999996,disgust,3.0,0.45423363170833086,sadness,1.0
disgust,Slaughtering of animals.,"['slaughtering', 'of', 'animals']","['slaughtering', 'of', 'animal']",anger,1.0,0.914,fear,3.0,0.7620255019903848,,0.0
shame,"I entered the wrong room, and got into a bed where someone  
already was sleeping.","['i', 'entered', 'the', 'wrong', 'room', 'and', 'got', 'into', 'a', 'bed', 'where', 'someone', 'already', 'was', 'sleeping']","[""'i"", 'enter', ""the'"", 'wrong', 'room', 'and', 'get', 'into', 'a', 'bed', 'where', 'someone', 'already', 'be', 'sleeping']",,0.0,0.0,surprise,10.0,1.703416945759427,joy,5.0
guilt,I failed to show up at an agreed date.,"['i', 'failed', 'to', 'show', 'up', 'at', 'an', 'agreed', 'date']","[""'i"", 'fail', ""to'"", 'show', 'up', 'at', 'a', 'agree', 'date']",joy,1.0,0.344,disgust,6.0,0.9654033755594933,joy,2.0
joy,"When I finally managed to get a specific sound from my guitar,  
after baving tried for a long time.","['when', 'i', 'finally', 'managed', 'to', 'get', 'a', 'specific', 'sound', 'from', 'my', 'guitar', 'after', 'baving', 'tried', 'for', 'a', 'long', 'time']","['when', ""i'"", 'finally', 'manage', ""to'"", 'get', ""a'"", 'specific', 'sound', 'from', 'my', 'guitar', 'after', 'baving', 'try', 'for', 'a', 'long', 'time']",,0.0,0.0,surprise,11.0,2.087955622285334,joy,6.0
fear,"Climbing a mountain, I got stuck and realized I could get neither  
up nor down.","['climbing', 'a', 'mountain', 'i', 'got', 'stuck', 'and', 'realized', 'i', 'could', 'get', 'neither', 'up', 'nor', 'down']","[""'climb"", 'a', 'mountain', 'i', 'get', 'stick', 'and', 'realize', ""i'"", 'could', 'get', 'neither', 'up', 'nor', 'down']",,0.0,0.0,surprise,10.0,2.1387326612368613,joy,3.0
anger,Meeting generally dominating persons in social occasions.,"['meeting', 'generally', 'dominating', 'persons', 'in', 'social', 'occasions']","['wmeet', 'generally', 'dominating', 'person', 'in', 'social', 'occasion']",,0.0,0.0,surprise,8.0,1.288277844243919,joy,2.0
sadness,"Discovering that Lillehammer provided no musical environment that  
suits my taste, even though I had been told so.","['discovering', 'that', 'lillehammer', 'provided', 'no', 'musical', 'environment', 'that', 'suits', 'my', 'taste', 'even', 'though', 'i', 'had', 'been', 'told', 'so']","['discover', 'that', 'lillehammer', 'provide', ""no'"", 'musical', 'environment', 'that', 'suit', 'my', 'taste', 'even', 'though', ""i'"", 'have', 'be', 'tell', 'so']",joy,1.0,0.42200000000000004,surprise,13.0,2.5229235201366356,joy,6.0
disgust,Can't describe any disgust situation.,"['ca', ""n't"", 'describe', 'any', 'disgust', 'situation']","[""ca'"", 'not', 'describe', 'any', 'disgust', 'situation']",disgust,1.0,0.7190000000000001,anger,4.0,0.6535173129312681,joy,2.0
shame,"When the cast general election resulted in Norway getting a  
conservative government.","['when', 'the', 'cast', 'general', 'election', 'resulted', 'in', 'norway', 'getting', 'a', 'conservative', 'government']","['when', ""tha'"", 'cast', 'general', 'election', 'result', 'in', 'norway', 'get', ""a'"", 'conservative', 'government']",fear,1.0,0.359,surprise,10.0,1.465688104181093,joy,7.0
guilt,"A friend of mine shot himself through the head after having told  
me and others that he would do so.","['a', 'friend', 'of', 'mine', 'shot', 'himself', 'through', 'the', 'head', 'after', 'having', 'told', 'me', 'and', 'others', 'that', 'he', 'would', 'do', 'so']","[""'a"", 'friend', 'of', 'mine', 'shot', 'himself', 'through', ""the'"", 'head', 'after', 'have', 'tell', ""me'"", 'and', ""'other"", 'that', 'he', 'would', ""do'"", 'so']",joy,2.0,0.768,surprise,8.0,1.2498074163860182,joy,8.0
joy,When my children were born.,"['when', 'my', 'children', 'were', 'born']","['when', 'my', 'child', 'be', 'bear']",fear,1.0,0.524,surprise,4.0,0.817710578379739,joy,2.0
fear,"When I almost ran over a small boy who suddenly was in front of  
my car.","['when', 'i', 'almost', 'ran', 'over', 'a', 'small', 'boy', 'who', 'suddenly', 'was', 'in', 'front', 'of', 'my', 'car']","['when', ""i'"", 'almost', 'run', 'over', ""a'"", 'small', 'boy', ""who'"", 'suddenly', 'be', 'in', 'front', 'of', 'my', 'car']",surprise,1.0,0.828,surprise,8.0,1.220273940014933,joy,4.0
anger,"When my father phoned me to come home from my vacation, since he  
no longer had the time to look after my garden and animals.","['when', 'my', 'father', 'phoned', 'me', 'to', 'come', 'home', 'from', 'my', 'vacation', 'since', 'he', 'no', 'longer', 'had', 'the', 'time', 'to', 'look', 'after', 'my', 'garden', 'and', 'animals']","['when', 'my', 'father', 'phone', ""me'"", ""to'"", 'come', 'home', 'from', 'my', 'vacation', 'since', 'he', ""no'"", 'longer', 'have', ""the'"", 'time', ""to'"", 'look', 'after', 'my', 'garden', 'and', 'animal']",joy,3.0,1.4389999999999998,surprise,13.0,2.149757976307554,joy,9.0
sadness,When I was told that a good friend was seriously ill.,"['when', 'i', 'was', 'told', 'that', 'a', 'good', 'friend', 'was', 'seriously', 'ill']","['when', ""i'"", 'be', 'tell', 'that', ""a'"", 'good', 'friend', 'be', 'seriously', 'ill']",joy,2.0,1.018,surprise,6.0,1.0044038957311876,,0.0
disgust,"When I learned that a relative had been spreading rumours about  
me.","['when', 'i', 'learned', 'that', 'a', 'relative', 'had', 'been', 'spreading', 'rumours', 'about', 'me']","['when', ""i'"", 'learn', 'that', ""a'"", 'relative', 'have', 'be', 'spread', 'rumour', 'about', 'i']",,0.0,0.0,surprise,7.0,1.176441222015015,joy,4.0
shame,"I was talking badly about a person to some friends, and  
discovered that his daughter was listening.","['i', 'was', 'talking', 'badly', 'about', 'a', 'person', 'to', 'some', 'friends', 'and', 'discovered', 'that', 'his', 'daughter', 'was', 'listening']","['i', 'be', 'talk', 'badly', 'about', ""a'"", 'person', ""to'"", 'some', 'friend', 'and', 'discover', 'that', 'he', 'daughter', 'be', 'listen']",joy,3.0,1.518,surprise,11.0,2.1949931010043318,joy,7.0
guilt,"When my ex-husband left our house, and the children cried because  
he was not coming back.","['when', 'my', 'ex-husband', 'left', 'our', 'house', 'and', 'the', 'children', 'cried', 'because', 'he', 'was', 'not', 'coming', 'back']","['when', 'my', 'ex', 'husband', 'leave', ""our'"", 'house', 'and', ""the'"", 'child', 'cry', 'because', 'he', 'be', 'not', 'come', 'back']",sadness,3.0,1.797,surprise,12.0,2.083609417719897,joy,6.0
joy,"When my special friend said ""I love you"" for the first time.","['when', 'my', 'special', 'friend', 'said', 'i', 'love', 'you', 'for', 'the', 'first', 'time']","['when', 'my', 'special', 'friend', 'say', 'i', 'love', 'you', 'for', ""the'"", 'first', 'time']",joy,3.0,1.873,surprise,7.0,1.2222864333089312,joy,6.0
fear,"After having watched a crime show on the TV, I was about to take  
the dog for a walk. Then, suddenly, there was a man on the  
porch... (We live some distance away from other people).","['after', 'having', 'watched', 'a', 'crime', 'show', 'on', 'the', 'tv', 'i', 'was', 'about', 'to', 'take', 'the', 'dog', 'for', 'a', 'walk', 'then', 'suddenly', 'there', 'was', 'a', 'man', 'on', 'the', 'porch', 'we', 'live', 'some', 'distance', 'away', 'from', 'other', 'people']","['after', 'have', 'watch', 'a', 'crime', 'show', 'on', ""the'"", ""tv'"", ""i'"", 'be', 'about', ""to'"", 'take', ""the'"", 'dog', 'for', 'a', 'walk', 'then', 'suddenly', 'there', 'be', 'a', 'man', 'on', ""the'"", 'porch', ""we'"", 'live', 'some', 'distance', 'away', 'from', ""'other"", 'people']",fear,2.0,0.907,surprise,15.0,2.6433521442845778,joy,14.0
anger,When my car suddenly broke down !,"['when', 'my', 'car', 'suddenly', 'broke', 'down']","['when', 'my', 'car', 'suddenly', 'break', 'dow', 'and']",surprise,2.0,1.289,disgust,5.0,0.7108171280417926,,0.0
sadness,When an earlier friend was spreading negative rumours about me.,"['when', 'an', 'earlier', 'friend', 'was', 'spreading', 'negative', 'rumours', 'about', 'me']","['when', 'a', 'earlier', 'friend', 'be', 'spread', 'negative', 'rumour', 'about', 'i']",sadness,1.0,0.5,fear,7.0,1.1286774233390495,joy,2.0
disgust,"There is a certain person, whom I only have seen. He makes me  
cringe, feel disgust.","['there', 'is', 'a', 'certain', 'person', 'whom', 'i', 'only', 'have', 'seen', 'he', 'makes', 'me', 'cringe', 'feel', 'disgust']","['there', 'be', ""a'"", 'certain', 'person', 'whom', 'i', 'only', 'have', 'see', 'he', 'make', ""me'"", 'cringe', 'feel', 'disgust']",disgust,2.0,1.235,surprise,9.0,1.6921945608915177,joy,4.0
shame,Cheating to get the best grade on a test in 7th grade.,"['cheating', 'to', 'get', 'the', 'best', 'grade', 'on', 'a', 'test', 'in', '7th', 'grade']","['cheating', ""to'"", 'get', ""the'"", 'best', 'grade', 'on', 'a', 'test', 'in', '7th', 'grade']",,0.0,0.0,surprise,5.0,0.7836694994030442,joy,2.0
guilt,"A kitten had wandered into our office, and I was told to take it  
back across the street. When I crossed back, the kitten followed  
me and was run over and killed by a car.","['a', 'kitten', 'had', 'wandered', 'into', 'our', 'office', 'and', 'i', 'was', 'told', 'to', 'take', 'it', 'back', 'across', 'the', 'street', 'when', 'i', 'crossed', 'back', 'the', 'kitten', 'followed', 'me', 'and', 'was', 'run', 'over', 'and', 'killed', 'by', 'a', 'car']","[""'a"", 'kitten', 'have', 'wander', 'into', 'we', 'office', 'and', 'i', 'be', 'tell', ""to'"", 'take', 'it', 'back', 'across', ""the'"", 'street', 'when', ""i'"", 'cross', 'back', ""the'"", 'kitten', 'follow', ""me'"", 'and', 'be', 'run', 'over', 'and', 'kill', 'by', 'a', 'car']",fear,3.0,1.4150000000000003,surprise,18.0,3.153308698199228,joy,10.0
joy,When my term paper was evaluated.,"['when', 'my', 'term', 'paper', 'was', 'evaluated']","['when', 'my', 'term', 'paper', 'be', 'evaluate']",,0.0,0.0,disgust,4.0,0.6058609630482668,joy,2.0
fear,"After seeing a terror movie at the cinema, I was so scared that I  
couldn't even drive the car into the garage. I often thought  
about the film afterwards, hoping such things couldn't exist in  
the ""real world"".","['after', 'seeing', 'a', 'terror', 'movie', 'at', 'the', 'cinema', 'i', 'was', 'so', 'scared', 'that', 'i', 'could', ""n't"", 'even', 'drive', 'the', 'car', 'into', 'the', 'garage', 'i', 'often', 'thought', 'about', 'the', 'film', 'afterwards', 'hoping', 'such', 'things', 'counld', 'not', 'exist', 'in', 'the', 'real', 'world']","['after', 'see', ""a'"", 'terror', 'movie', 'at', ""the'"", 'cinema', 'i', 'be', ""so'"", 'scared', 'that', ""i'"", 'could', 'not', 'even', 'drive', ""the'"", 'car', 'into', 'the', 'garage', ""i'"", 'often', 'think', 'about', ""the'"", 'film', 'afterwards', 'hope', 'such', 'thing', 'counld', 'not', 'exist', 'in', ""the'"", 'real', 'world']",fear,2.0,1.687,surprise,23.0,4.290177559154959,joy,14.0
anger,"Angry with my brother, who was making fun of me, teasing me.","['angry', 'with', 'my', 'brother', 'who', 'was', 'making', 'fun', 'of', 'me', 'teasing', 'me']","['angry', 'with', 'my', 'brother', ""who'"", 'be', 'make', 'fun', 'of', ""me'"", 'teasing', 'i']",anger,2.0,1.112,surprise,6.0,1.0497037625078585,joy,2.0
sadness,When my gradmother died.,"['when', 'my', 'gradmother', 'died']","['when', 'my', 'gradmother', 'die']",sadness,2.0,1.6789999999999998,sadness,2.0,0.4793744594504108,sadness,1.0
shame,I overreacted towards my mother and felt ashamed afterwards.,"['i', 'overreacted', 'towards', 'my', 'mother', 'and', 'felt', 'ashamed', 'afterwards']","[""'i"", 'overreact', 'towards', 'my', 'mother', 'and', 'feel', 'ashamed', 'afterwards']",sadness,2.0,0.7350000000000001,surprise,8.0,1.6008760081268882,joy,3.0
guilt,"When my parents work very hard and get tired - while I go to  
school and study instead of helping them. I feel that I'm letting  
them down, disappointing them.","['when', 'my', 'parents', 'work', 'very', 'hard', 'and', 'get', 'tired', 'while', 'i', 'go', 'to', 'school', 'and', 'study', 'instead', 'of', 'helping', 'them', 'i', 'feel', 'that', 'i', 'am', 'letting', 'them', 'down', 'disappointing', 'them']","['when', 'my', 'parent', 'work', 'very', 'hard', 'and', 'get', 'tired', 'while', 'i', 'go', ""to'"", 'school', 'and', 'study', 'instead', 'of', 'help', 'they', ""i'"", 'feel', 'that', ""i'"", 'be', 'let', 'they', 'down', 'disappointing', 'they']",sadness,2.0,0.906,surprise,16.0,3.4569531524749357,joy,7.0
joy,Got in touch with earlier friends after a long absence.,"['got', 'in', 'touch', 'with', 'earlier', 'friends', 'after', 'a', 'long', 'absence']","['get', 'in', 'touch', ""with'"", 'earlier', 'friend', 'after', 'a', 'long', 'absence']",joy,2.0,0.9710000000000001,surprise,8.0,1.3634709920149004,joy,6.0
fear,I lost my way on a trip in the mountains.,"['i', 'lost', 'my', 'way', 'on', 'a', 'trip', 'in', 'the', 'mountains']","['i', 'lose', 'my', 'way', 'of', 'and', ""a'"", 'trip', 'in', ""the'"", 'mountain']",sadness,2.0,1.134,surprise,6.0,1.239500384558387,joy,3.0
anger,"Being subject to unfair treatment in a working group, someone  
""bending the rules"" was protected by the boss. This resulted in  
more work for the others.","['being', 'subject', 'to', 'unfair', 'treatment', 'in', 'a', 'working', 'group', 'someone', 'bending', 'the', 'rules', 'was', 'protected', 'by', 'the', 'boss', 'this', 'resulted', 'in', 'more', 'work', 'for', 'the', 'others']","['be', 'subject', ""to'"", 'unfair', 'treatment', 'in', ""a'"", 'working', 'group', 'someone', 'bending', ""the'"", 'rule', 'be', 'protect', 'by', ""the'"", 'boss', 'this', 'result', 'in', 'more', 'work', 'for', ""the'"", 'other']",anger,1.0,0.5710000000000001,anger,16.0,2.548680811293163,joy,11.0
sadness,The death of a close friend.,"['the', 'death', 'of', 'a', 'close', 'friend']","[""the'"", 'death', 'of', 'a', 'close', 'friend']",sadness,1.0,0.915,sadness,3.0,0.48506781276110433,joy,2.0
disgust,"Was confronted with a person having negative thoughts of other  
people because of their social status, beliefs, color and  
outlook on life (perspective).","['was', 'confronted', 'with', 'a', 'person', 'having', 'negative', 'thoughts', 'of', 'other', 'people', 'because', 'of', 'their', 'social', 'status', 'beliefs', 'color', 'and', 'outlook', 'on', 'life', 'perspective']","['be', 'confront', 'with', ""a'"", 'person', 'have', 'negative', 'thought', 'of', ""'other"", 'people', 'because', 'of', 'they', 'social', 'status', 'belief', 'color', 'and', 'outlook', 'of', 'and', 'life', 'perspective']",joy,2.0,0.6589999999999999,surprise,15.0,3.0574262868912054,joy,12.0
shame,"Feeling inadequate in a group situation, being unable to convey  
my own thoughts and feelings.","['feeling', 'inadequate', 'in', 'a', 'group', 'situation', 'being', 'unable', 'to', 'convey', 'my', 'own', 'thoughts', 'and', 'feelings']","['feeling', 'inadequate', 'in', ""a'"", 'group', 'situation', 'be', 'unable', ""to'"", 'convey', 'my', 'own', 'thought', 'and', 'feeling']",sadness,3.0,1.015,surprise,9.0,1.5496198859635488,joy,4.0
guilt,I failed to complete a working task within the agreed time.,"['i', 'failed', 'to', 'complete', 'a', 'working', 'task', 'within', 'the', 'agreed', 'time']","[""'i"", 'fail', ""to'"", 'complete', 'a', 'working', 'task', 'within', ""the'"", 'agree', 'time']",joy,1.0,0.515,surprise,9.0,1.3723691982837454,joy,4.0
joy,"Receiving a much wanted letter from a very good friend who lives  
abroad.","['receiving', 'a', 'much', 'wanted', 'letter', 'from', 'a', 'very', 'good', 'friend', 'who', 'lives', 'abroad']","['receive', ""a'"", 'much', 'want', 'letter', 'from', 'a', 'very', 'good', 'friend', ""who'"", 'life', 'abroad']",joy,4.0,1.7429999999999999,surprise,11.0,2.143469378969366,joy,9.0
fear,"Before getting back the results of a test in school, when I had  
worked very hard and was worried about not succeeding.","['before', 'getting', 'back', 'the', 'results', 'of', 'a', 'test', 'in', 'school', 'when', 'i', 'had', 'worked', 'very', 'hard', 'and', 'was', 'worried', 'about', 'not', 'succeeding']","['before', 'get', 'back', ""the'"", 'result', 'of', 'a', 'test', 'in', 'school', 'when', ""i'"", 'have', 'work', 'very', 'hard', 'and', 'be', 'worried', 'about', 'not', 'succeed']",joy,2.0,1.092,surprise,13.0,2.41149355207918,joy,7.0
anger,"One of my best friends accused me of giving up to early on  
problems. It was only a casual remark on her side, but I was  
angry and hurt.","['one', 'of', 'my', 'best', 'friends', 'accused', 'me', 'of', 'giving', 'up', 'to', 'early', 'on', 'problems', 'it', 'was', 'only', 'a', 'casual', 'remark', 'on', 'her', 'side', 'but', 'i', 'was', 'angry', 'and', 'hurt']","[""'one"", 'of', 'my', 'best', 'friend', 'accuse', ""me'"", 'of', 'give', 'up', ""to'"", 'early', 'on', 'problem', 'it', 'be', 'only', ""a'"", 'casual', 'remark', 'on', 'she', 'side', 'but', ""i'"", 'be', 'angry', 'and', 'hurt']",anger,3.0,2.0260000000000002,disgust,16.0,2.2989453299557563,joy,10.0
