Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text
Stk is expensive but i'f rather take a bigger female there than tiff. You all see how slim she is and how she loves to eat.,anger,0.375,anger,Stk is expensive but i'f rather take a bigger female there than tiff. You all see how slim she is and how she loves to eat.
@LiamCannon1 He's just too raging to type properly... Ha ha!,anger,0.375,anger, he is just too raging to type properly... Ha ha!
#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.,anger,0.5429999999999999,anger,My blood is so bitter for satan to test becouse cleanse by the blood of Jesus christ....amen.
Sting is just too damn earnest for early morning listening. #sting,anger,0.446,anger,Sting is just too damn earnest for early morning listening. sting
"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep ",anger,0.6459999999999999,anger,"In 2016, Black people are STILL fighting to be recognized as human beings. cantsleep "
GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge,anger,0.354,anger,GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED revenge
I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC,anger,0.6459999999999999,anger,I have 1000 rabid grizzly bears i am going to scatter in neighborhoods all over America.\n\nthey are poor refugees!\n\nIn Your Neighborhood Not D C
What a fucking muppet.  @jRwild1 #fuming #stalker.,anger,0.792,anger,What a fucking muppet.   fuming stalker.
@kagehime3 I'm so starved for content I'd take it but I'd def pout about it (՟ິͫઘ ՟ິͫ),anger,0.396,anger, i am so starved for content i would take it but i would def pout about it (՟ິͫઘ ՟ິͫ)
"Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?",anger,0.672,anger,"Yo,if you are talking about horoscopes do you really have any clue as to what you are saying or are you gonna act offended when I question it?"
I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered,anger,0.833,anger,I wanna kill you and destroy you. I want you died and I want Flint back. emo scene anger fuck die hatered
i resent being tired and annoyed that the word Wiener is splashed across the news. this should be a slam-dunk for me,anger,0.542,anger,i resent being tired and annoyed that the word Wiener is splashed across the news. this should be a slam-dunk for me
"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. ",anger,0.271,anger,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. "
@zavierdaniels had to snap going crazy 😭😭,anger,0.45799999999999996,anger, had to snap going crazy  loudly_crying_face  loudly_crying_face 
I am using twitter as a coping mechanism for raging out at this kid oops?,anger,0.5,anger,I am using twitter as a coping mechanism for raging out at this kid oops?
@PearseDoherty @harrymcgee @IrishTimes That might sting for a bit lads but you'll get over it.     #betterwithsinnfein,anger,0.41700000000000004,anger,   That might sting for a bit lads but you will get over it.     betterwithsinnfein
I am their fury. I am their patience. I am a conversation.,anger,0.312,anger,I am their fury. I am their patience. I am a conversation.
Panpiper playing Big River outside The Bridges in SR1 ,anger,0.271,anger,Panpiper playing Big River outside The Bridges in SR1 
My cat is bloody lucky the RSPCA weren't open at 3am last night!!! #fuming 😡🐱,anger,0.75,anger,My cat is bloody lucky the RSPCA weren't open at 3am last night!!! fuming  pouting_face  cat_face 
@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! ,anger,0.375,anger, :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! 
Stuck in a infuriate scrum about hegemonists. #infuriate #scrum #scrum #Stuck,anger,0.698,anger,Stuck in a infuriate scrum about hegemonists. infuriate scrum scrum Stuck
Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?,anger,0.5,anger,Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?
@GarthJennings loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?,anger,0.33299999999999996,anger, loved sing tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?
"@Pharah_Amari [Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --",anger,0.5,anger," [Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --"
Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.,anger,0.625,anger,Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.
People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. #angry #stop,anger,0.78,anger,People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. angry stop
Since the 'update' my @iPhone loses power nearly 40% faster.  #furious,anger,0.792,anger,Since the 'update' my  loses power nearly 40% faster.  furious
Michelle is one of the worst players in bb history #bb18 #bbfinale ,anger,0.542,anger,Michelle is one of the worst players in bb history bb18 bbfinale 
"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad 😷😷",anger,0.396,anger,"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad  face_with_medical_mask  face_with_medical_mask "
@Aurena1701 @AngryOrchard he didn't sting me luckily. He just flew off happy and drunk. Lolololol,anger,0.146,anger,  he didn't sting me luckily. He just flew off happy and drunk. Lolololol
@DMAnthonyJoseph @TheClumpany No grudge. Only truth in abundance.,anger,0.271,anger,  No grudge. Only truth in abundance.
"@Klipto the orange one is #poisonous and #bitter. You shouldn't judge the #blue one by how it looks but by how it tastes, #delicious.",anger,0.312,anger," the orange one is poisonous and bitter. You shouldn't judge the blue one by how it looks but by how it tastes, delicious."
Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐 ,anger,0.521,anger,Ive always wondered how long Angelina put up with brad is crap. Not gon lie  neutral_face  
Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt.,anger,0.292,anger,Focus on yourself. Don't let other is love define you when you are happy and don't let it make you bitter if you get hurt.
@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel ,anger,0.934,anger, your website is making me feel violent rage and your upgrade options aren't helping either. Aaaaarrrrgghhh iwanttocancel 
"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",anger,0.41700000000000004,anger,"what is a kali is kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - ("
There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?,anger,0.604,anger,There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?
@SportingTommo @ASFCofficial no doubt we are going to struggle this year. But moments like that from Payet take the sting out of it.,anger,0.45799999999999996,anger,  no doubt we are going to struggle this year. But moments like that from Payet take the sting out of it.
"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of #anger.",anger,0.7290000000000001,anger,"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL police, is WORST, most indefensible kind of anger."
@Callidissima @ahouseingotham wrath of khan is one of the best movies of all time,anger,0.146,anger,  wrath of khan is one of the best movies of all time
"@SpookyHelder ...specifically are the cause of it all, and they resent being considered the enemy.",anger,0.41700000000000004,anger," ...specifically are the cause of it all, and they resent being considered the enemy."
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,anger,0.7290000000000001,anger,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  mad 
why are people so angry toward veggie burgers at in n out wtf,anger,0.45799999999999996,anger,why are people so angry toward veggie burgers at in n out wtf
@NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.,anger,0.271,anger, he is perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.
@shae_caitlin ur road rage gives me anxiety.,anger,0.43799999999999994,anger, ur road rage gives me anxiety.
when you find out the initiative isn't even a thing 😧 #revenge,anger,0.542,anger,when you find out the initiative isn't even a thing  anguished_face  revenge
